,District,VDC/Municipality,Urban/Rural,Age,Gender,Marital Status,Caste/ethnicity,Occupation,What is the current status of your home?,1. Are your main reconstruction needs being addressed?,2. Do you have the information you need to access housing reconstruction support?,3. Have you consulted an engineer for your housing reconstruction needs?,5. Have you received any housing reconstruction support (this includes both financial and technical)?,6. Have you been able to commit your own resources?,7.  Are you aware how to build by using safer housing practices?,8. Do you face any barriers to receive support to reconstruct your house?,10. Are you satisfied with grant dispersal process?,"11. Besides building your home, what is the biggest community reconstruction need of your community?","12. Overall, is the post-earthquake reconstruction process making progress?",12. Are your family’s daily food need being met?,13. What is your primary source of income generation now?,14. How much of your own food do you grow?,15. Has damage from the earthquake impacted your livelihood?,16. Do you face any constraints to livelihood recovery?,17. What one skill would you like to develop in support of your livelihood?,18. Do you feel that your source of livelihood would survive another disaster?,19. Have any members of your family been required to migrate to support your family’s recovery?,HRRP_DNAME,HRRP_DCODE
448,Ramechhap,Namadi VDC,Rural,55+,Female,Married,Chhetri,Agriculture,Reconstruction completed,Somewhat yes,Somewhat yes,Have Consulted,Yes,Somewhat yes,Somewhat yes,Not very much,Somewhat yes,Water supply,Not very much,Not very much,Agriculture / livestock,Half,Not very much,Not many,New farming skills,Not very much,No,Ramechhap,524 2 04 21
449,Ramechhap,Namadi VDC,Rural,40-54,Female,Married,Chhetri,Agriculture,Reconstruction completed,Not very much,Somewhat yes,Have Consulted,Yes,Somewhat yes,Somewhat yes,Not very much,Somewhat yes,Water supply,Somewhat yes,Somewhat yes,Agriculture / livestock,Little  bit,Not very much,Not many,New farming skills,Not very much,No,Ramechhap,524 2 04 21
450,Ramechhap,Namadi VDC,Rural,55+,Male,Married,Chhetri,Shopkeeper,Reconstruction started,Somewhat yes,Somewhat yes,Have Consulted,Yes,Somewhat yes,Somewhat yes,Not very much,Not very much,Government Offices,Not very much,Somewhat yes,Agriculture / livestock,Little  bit,Not very much,Not many,Tailoring,Not very much,No,Ramechhap,524 2 04 21
451,Ramechhap,Namadi VDC,Rural,40-54,Male,Married,Chhetri,Agriculture,Completely destroyed - rubble cleared,Not very much,Somewhat yes,Have Consulted,Yes,Not very much,Not very much,Not very much,Not very much,Government Offices,Not very much,Not very much,Agriculture / livestock,Half,Not very much,Not many,New farming skills,Not at all,No,Ramechhap,524 2 04 21
452,Ramechhap,Namadi VDC,Rural,25-39,Female,Married,Tamang,Agriculture,Reconstruction completed,Somewhat yes,Somewhat yes,Have Consulted,Yes,Somewhat yes,Somewhat yes,Not very much,Somewhat yes,Trails/lane,Somewhat yes,Somewhat yes,Agriculture / livestock,Half,Not very much,Not many,New farming skills,Not very much,No,Ramechhap,524 2 04 21
453,Ramechhap,Namadi VDC,Rural,40-54,Female,Widow/Widower,Janajati,Agriculture,Reconstruction completed,Not very much,Somewhat yes,Have Consulted,Yes,Not very much,Not very much,Completely yes,Not very much,Trails/lane,Not very much,Not very much,Agriculture / livestock,Little  bit,Not very much,Some concern,New farming skills,Not at all,No,Ramechhap,524 2 04 21
454,Ramechhap,Namadi VDC,Rural,25-39,Female,Married,Chhetri,Agriculture,Reconstruction completed,Not very much,Not very much,Have Consulted,Yes,Somewhat yes,Not very much,Completely yes,Not very much,Trails/lane,Not very much,Not very much,Cash for work,Little  bit,Not very much,Not many,New farming skills,Not very much,No,Ramechhap,524 2 04 21
455,Ramechhap,Namadi VDC,Rural,40-54,Female,Married,Chhetri,Agriculture,Heavily damaged,Somewhat yes,Completely yes,Have Consulted,Yes,Somewhat yes,Completely yes,Not at all,Completely yes,Trails/lane,Completely yes,Completely yes,Agriculture / livestock,Most,Not at all,Not at all,New farming skills,Completely yes,No,Ramechhap,524 2 04 21
456,Ramechhap,Phulasi VDC,Rural,25-39,Male,Married,Chhetri,Agriculture,Heavily damaged,Completely yes,Completely yes,Have Consulted,Yes,Completely yes,Somewhat yes,Not at all,Completely yes,Water supply,Somewhat yes,Completely yes,Agriculture / livestock,Most,Not at all,Not at all,New farming skills,Somewhat yes,No,Ramechhap,524 2 04 21
457,Ramechhap,Phulasi VDC,Rural,15-24,Female,Married,Janajati,Agriculture,Heavily damaged,Completely yes,Completely yes,Have Consulted,Yes,Somewhat yes,Completely yes,Not at all,Completely yes,Water supply,Completely yes,Completely yes,Agriculture / livestock,Most,Not at all,Not at all,New farming skills,Completely yes,No,Ramechhap,524 2 04 21
458,Ramechhap,Phulasi VDC,Rural,25-39,Female,Married,Janajati,Agriculture,Heavily damaged,Completely yes,Somewhat yes,Have Consulted,Yes,Somewhat yes,Completely yes,Not at all,Completely yes,Water supply,Completely yes,Completely yes,Driving,All,Not at all,Not at all,Tailoring,Not at all,No,Ramechhap,524 2 04 21
459,Ramechhap,Phulasi VDC,Rural,40-54,Female,Married,Chhetri,Agriculture,Reconstruction started,Completely yes,Completely yes,Have Consulted,Yes,Somewhat yes,Not very much,Not at all,Completely yes,Water supply,Completely yes,Completely yes,Agriculture / livestock,All,Not at all,Not at all,New farming skills,Not at all, Yes,Ramechhap,524 2 04 21
460,Ramechhap,Phulasi VDC,Rural,25-39,Female,Married,Janajati,Agriculture,Heavily damaged,Not at all,Completely yes,Plan to Consult,"Not yet, but expected",Not at all,Somewhat yes,Completely yes,Not at all,Water supply,Completely yes,Completely yes,Agriculture / livestock,All,Not at all,Not at all,New farming skills,Somewhat yes,No,Ramechhap,524 2 04 21
461,Ramechhap,Phulasi VDC,Rural,40-54,Male,Married,Janajati,Agriculture,Reconstruction started,Completely yes,Somewhat yes,Have Consulted,Yes,Somewhat yes,Somewhat yes,Not at all,Completely yes,Water supply,Completely yes,Completely yes,Agriculture / livestock,All,Not at all,Not at all,New farming skills,Not at all,No,Ramechhap,524 2 04 21
462,Ramechhap,Phulasi VDC,Rural,15-24,Female,Married,Dalit,Agriculture,Reconstruction started,Completely yes,Completely yes,Have Consulted,Yes,Not at all,Somewhat yes,Not at all,Somewhat yes,Trails/lane,Completely yes,Completely yes,Government job,Most,Not at all,Not at all,Tailoring,Somewhat yes, Yes,Ramechhap,524 2 04 21
463,Ramechhap,Phulasi VDC,Rural,25-39,Female,Married,Magar,Agriculture,Heavily damaged,Not at all,Completely yes,Plan to Consult,"Not yet, but expected",Not at all,Completely yes,Completely yes,Not at all,Schools,Completely yes,Completely yes,Masonry,All,Not at all,Not at all,New farming skills,Somewhat yes,No,Ramechhap,524 2 04 21
464,Ramechhap,Phulasi VDC,Rural,15-24,Female,Never Married,Chhetri,Student,Heavily damaged,Completely yes,Completely yes,Have Consulted,Yes,Completely yes,Completely yes,Not at all,Completely yes,Schools,Completely yes,Completely yes,Agriculture / livestock,All,Not at all,Not at all,Computer training,Completely yes,No,Ramechhap,524 2 04 21
465,Ramechhap,Phulasi VDC,Rural,55+,Male,Married,Chhetri,Agriculture,Heavily damaged,Not very much,Somewhat yes,Have Consulted,No,Not very much,Somewhat yes,Completely yes,Not at all,Water supply,Not very much,Somewhat yes,Agriculture / livestock,Half,Not very much,Not many,Entrepreneurship,Not very much,No,Ramechhap,524 2 04 21
466,Ramechhap,Phulasi VDC,Rural,15-24,Male,Never Married,Janajati,Student,Reconstruction started,Somewhat yes,Somewhat yes,Have Consulted,Yes,Somewhat yes,Not very much,Not very much,Somewhat yes,Water supply,Somewhat yes,Somewhat yes,Agriculture / livestock,Half,Not very much,Not many,New farming skills,Not at all,No,Ramechhap,524 2 04 21
467,Ramechhap,Phulasi VDC,Rural,55+,Female,Widow/Widower,Janajati,Agriculture,Reconstruction completed,Somewhat yes,Somewhat yes,Have Consulted,Yes,Somewhat yes,Somewhat yes,Not very much,Somewhat yes,Water supply,Somewhat yes,Somewhat yes,Agriculture / livestock,Little  bit,Not very much,Not many,Entrepreneurship,Not very much,No,Ramechhap,524 2 04 21
468,Ramechhap,Phulasi VDC,Rural,25-39,Male,Married,Chhetri,Agriculture,Reconstruction started,Somewhat yes,Somewhat yes,Have Consulted,Yes,Somewhat yes,Somewhat yes,Not very much,Not very much,Water supply,Somewhat yes,Not very much,Agriculture / livestock,Half,Not very much,Not many,Entrepreneurship,Not very much,No,Ramechhap,524 2 04 21
469,Ramechhap,Phulasi VDC,Rural,25-39,Female,Married,Chhetri,Labourer,Reconstruction started,Not very much,Somewhat yes,Have Consulted,Yes,Somewhat yes,Not very much,Not very much,Not very much,Water supply,Not very much,Not very much,Agriculture / livestock,Little  bit,Somewhat yes,Not many,New farming skills,Not very much,No,Ramechhap,524 2 04 21
470,Ramechhap,Phulasi VDC,Rural,55+,Female,Married,Janajati,Agriculture,Reconstruction completed,Not very much,Somewhat yes,Have Consulted,Yes,Not very much,Somewhat yes,Not very much,Somewhat yes,Schools,Somewhat yes,Not very much,Agriculture / livestock,Little  bit,Not very much,Not many,New farming skills,Not very much,No,Ramechhap,524 2 04 21
471,Ramechhap,Phulasi VDC,Rural,40-54,Male,Married,Magar,Agriculture,Heavily damaged,Not very much,Somewhat yes,Have Consulted,Yes,Not very much,Not very much,Not very much,Somewhat yes,Schools,Not very much,Somewhat yes,Agriculture / livestock,Half,Not very much,Not many,New farming skills,Not very much,No,Ramechhap,524 2 04 21
472,Ramechhap,Phulasi VDC,Rural,55+,Female,Married,Chhetri,Agriculture,Reconstruction started,Somewhat yes,Somewhat yes,Have Consulted,Yes,Not very much,Somewhat yes,Not very much,Not very much,Schools,Not very much,Not very much,Agriculture / livestock,Half,Not very much,Not many,New farming skills,Not very much,No,Ramechhap,524 2 04 21
473,Ramechhap,Phulasi VDC,Rural,25-39,Male,Married,Janajati,"Skilled worker (i.e. carpenter, masons)",Reconstruction started,Not very much,Somewhat yes,Have Consulted,Yes,Not very much,Not very much,Not very much,Not very much,Schools,Somewhat yes,Not very much,Labour,Little  bit,Not very much,Not many,Driving,Not very much,No,Ramechhap,524 2 04 21
474,Ramechhap,Phulasi VDC,Rural,55+,Male,Married,Janajati,Agriculture,Heavily damaged,Not very much,Somewhat yes,Have Consulted,Yes,Not very much,Somewhat yes,Not very much,Not very much,Schools,Not very much,Not very much,Agriculture / livestock,Little  bit,Not very much,Not many,New farming skills,Not very much,No,Ramechhap,524 2 04 21
475,Ramechhap,Phulasi VDC,Rural,40-54,Female,Married,Chhetri,Shopkeeper,Heavily damaged,Not very much,Somewhat yes,Have Consulted,Yes,Not very much,Somewhat yes,Not very much,Not very much,Schools,Not very much,Not very much,Business,Little  bit,Not very much,Not many,Other building skills,Not very much,No,Ramechhap,524 2 04 21
476,Ramechhap,Phulasi VDC,Rural,25-39,Female,Married,Chhetri,Agriculture,Heavily damaged,Not at all,Completely yes,Have Consulted,Yes,Not at all,Somewhat yes,Not at all,Completely yes,Water supply,Completely yes,Completely yes,Agriculture / livestock,Most,Not at all,Not at all,Beauty parlour,Somewhat yes, Yes,Ramechhap,524 2 04 21
477,Ramechhap,Phulasi VDC,Rural,55+,Male,Married,Magar,Agriculture,Heavily damaged,Completely yes,Completely yes,Plan to Consult,Yes,Somewhat yes,Completely yes,Not at all,Completely yes,Water supply,Completely yes,Completely yes,Agriculture / livestock,All,Not at all,Not at all,New farming skills,Completely yes,No,Ramechhap,524 2 04 21
478,Ramechhap,Heledevi VDC,Rural,40-54,Female,Married,Tamang,Shopkeeper,Reconstruction completed,Completely yes,Completely yes,Have Consulted,Yes,Completely yes,Completely yes,Not at all,Completely yes,Water supply,Completely yes,Completely yes,Tea shop/shop,Half,Not at all,Not at all,Entrepreneurship,Completely yes,No,Ramechhap,524 2 04 21
479,Ramechhap,Heledevi VDC,Rural,25-39,Male,Married,Tamang,Agriculture,Heavily damaged,Not at all,Completely yes,Plan to Consult,"Not yet, but expected",Somewhat yes,Completely yes,Completely yes,Not at all,Water supply,Somewhat yes,Completely yes,Agriculture / livestock,All,Not at all,Not at all,Entrepreneurship,Somewhat yes,No,Ramechhap,524 2 04 21
480,Ramechhap,Heledevi VDC,Rural,40-54,Female,Widow/Widower,Tamang,Agriculture,Heavily damaged,Not at all,Somewhat yes,Plan to Consult,"Not yet, but expected",Not at all,Somewhat yes,Completely yes,Not at all,Water supply,Completely yes,Completely yes,Agriculture / livestock,All,Not at all,Not at all,New farming skills,Not at all,No,Ramechhap,524 2 04 21
481,Ramechhap,Heledevi VDC,Rural,40-54,Female,Widow/Widower,Chhetri,Agriculture,Heavily damaged,Not at all,Somewhat yes,Plan to Consult,"Not yet, but expected",Not at all,Somewhat yes,Completely yes,Not at all,Water supply,Completely yes,Completely yes,Agriculture / livestock,All,Not at all,A lot of concern,New farming skills,Not at all,No,Ramechhap,524 2 04 21
482,Ramechhap,Heledevi VDC,Rural,25-39,Male,Married,Newar,Shopkeeper,Heavily damaged,Not at all,Somewhat yes,Have Consulted,"Not yet, but expected",Not at all,Somewhat yes,Completely yes,Not at all,Water supply,Somewhat yes,Completely yes,Tea shop/shop,All,Not at all,A lot of concern,Entrepreneurship,Not at all,No,Ramechhap,524 2 04 21
483,Ramechhap,Heledevi VDC,Rural,25-39,Male,Married,Newar,Business,Heavily damaged,Not at all,Completely yes,Have Consulted,"Not yet, but expected",Not at all,Completely yes,Completely yes,Not at all,Water supply,Completely yes,Completely yes,Business,All,Not at all,Not at all,New farming skills,Not at all,No,Ramechhap,524 2 04 21
484,Ramechhap,Heledevi VDC,Rural,40-54,Male,Married,Chhetri,"Skilled worker (i.e. carpenter, masons)",Heavily damaged,Completely yes,Completely yes,Have Consulted,Yes,Somewhat yes,Completely yes,Not at all,Completely yes,Water supply,Completely yes,Completely yes,Masonry,All,Not at all,Not at all,New farming skills,Completely yes,No,Ramechhap,524 2 04 21
485,Ramechhap,Heledevi VDC,Rural,55+,Female,Widow/Widower,Tamang,Unemployed,Reconstruction started,Completely yes,Somewhat yes,Have Consulted,Yes,Not at all,Somewhat yes,Not at all,Completely yes,Water supply,Completely yes,Completely yes,Agriculture / livestock,All,Not at all,Not at all,New farming skills,Not at all,No,Ramechhap,524 2 04 21
486,Ramechhap,Heledevi VDC,Rural,25-39,Male,Married,Tamang,Agriculture,Reconstruction started,Completely yes,Completely yes,Have Consulted,Yes,Somewhat yes,Completely yes,Not at all,Completely yes,Religious/ Cultural Heritages,Completely yes,Completely yes,Agriculture / livestock,All,Not at all,Not at all,New farming skills,Completely yes,No,Ramechhap,524 2 04 21
487,Ramechhap,Heledevi VDC,Rural,55+,Female,Married,Tamang,Unemployed,Heavily damaged,Completely yes,Somewhat yes,Have Consulted,Yes,Somewhat yes,Somewhat yes,Not at all,Completely yes,Religious/ Cultural Heritages,Completely yes,Completely yes,Agriculture / livestock,All,Not at all,Not at all,New farming skills,Completely yes,No,Ramechhap,524 2 04 21
488,Ramechhap,Heledevi VDC,Rural,40-54,Male,Married,Tamang,Agriculture,Reconstruction started,Completely yes,Completely yes,Have Consulted,Yes,Completely yes,Completely yes,Not at all,Completely yes,Water supply,Completely yes,Completely yes,Agriculture / livestock,All,Not at all,Not at all,New farming skills,Completely yes,No,Ramechhap,524 2 04 21
489,Ramechhap,Heledevi VDC,Rural,15-24,Male,Never Married,Chhetri,Student,Reconstruction started,Completely yes,Completely yes,Have Consulted,Yes,Somewhat yes,Somewhat yes,Not at all,Completely yes,Water supply,Completely yes,Completely yes,Agriculture / livestock,All,Not at all,Not at all,Computer training,Completely yes,No,Ramechhap,524 2 04 21
490,Ramechhap,Gunsi Bhadaure VDC,Rural,40-54,Male,Married,Newar,Agriculture,Heavily damaged,Not very much,Completely yes,Plan to Consult,Yes,Not at all,Somewhat yes,Not at all,Somewhat yes,Roads,Somewhat yes,Completely yes,Agriculture / livestock,All,Not at all,Not at all,New farming skills,Completely yes,No,Ramechhap,524 2 04 21
491,Ramechhap,Gunsi Bhadaure VDC,Rural,15-24,Male,Never Married,Newar,Unemployed,Reconstruction started,Somewhat yes,Somewhat yes,Have Consulted,Yes,Somewhat yes,Somewhat yes,Not at all,Somewhat yes,Roads,Somewhat yes,Completely yes,Agriculture / livestock,All,Not at all,Not at all,New farming skills,Completely yes,No,Ramechhap,524 2 04 21
492,Ramechhap,Gunsi Bhadaure VDC,Rural,25-39,Female,Married,Newar,Shopkeeper,Reconstruction started,Completely yes,Somewhat yes,Have Consulted,Yes,Completely yes,Completely yes,Not at all,Completely yes,Hospitals/Health Centre,Somewhat yes,Completely yes,Tea shop/shop,All,Not at all,Not at all,New farming skills,Not at all,No,Ramechhap,524 2 04 21
493,Ramechhap,Gunsi Bhadaure VDC,Rural,40-54,Female,Married,Newar,Shopkeeper,Reconstruction completed,Completely yes,Somewhat yes,Have Consulted,Yes,Somewhat yes,Completely yes,Not at all,Completely yes,Hospitals/Health Centre,Somewhat yes,Completely yes,Tea shop/shop,Most,Not at all,Not at all,Entrepreneurship,Not at all,No,Ramechhap,524 2 04 21
494,Ramechhap,Gunsi Bhadaure VDC,Rural,40-54,Female,Married,Newar,Business,Reconstruction started,Completely yes,Completely yes,Have Consulted,Yes,Somewhat yes,Completely yes,Not at all,Completely yes,Hospitals/Health Centre,Completely yes,Completely yes,Government job,Half,Not at all,Not at all,Entrepreneurship,Not at all,No,Ramechhap,524 2 04 21
495,Ramechhap,Gunsi Bhadaure VDC,Rural,25-39,Male,Married,Newar,"Skilled worker (i.e. carpenter, masons)",Heavily damaged,Not at all,Completely yes,Have Consulted,Yes,Somewhat yes,Completely yes,Not at all,Completely yes,Hospitals/Health Centre,Completely yes,Completely yes,Agriculture / livestock,All,Not at all,Not at all,New farming skills,Completely yes,No,Ramechhap,524 2 04 21
496,Ramechhap,Gunsi Bhadaure VDC,Rural,15-24,Female,Never Married,Brahmin,Student,Heavily damaged,Not at all,Completely yes,Have Consulted,Yes,Completely yes,Completely yes,Not at all,Completely yes,Water supply,Completely yes,Completely yes,Agriculture / livestock,All,Not at all,Not at all,New farming skills,Completely yes,No,Ramechhap,524 2 04 21
497,Ramechhap,Gunsi Bhadaure VDC,Rural,55+,Male,Married,Brahmin,Agriculture,Heavily damaged,Completely yes,Completely yes,Have Consulted,Yes,Completely yes,Completely yes,Not at all,Completely yes,Water supply,Somewhat yes,Completely yes,Agriculture / livestock,All,Not at all,Not at all,New farming skills,Completely yes,No,Ramechhap,524 2 04 21
498,Ramechhap,Gunsi Bhadaure VDC,Rural,40-54,Male,Married,Chhetri,Government job,Heavily damaged,Completely yes,Completely yes,Have Consulted,Yes,Completely yes,Completely yes,Not at all,Completely yes,Water supply,Completely yes,Completely yes,Agriculture / livestock,All,Not at all,Not at all,Entrepreneurship,Completely yes,No,Ramechhap,524 2 04 21
499,Ramechhap,Gunsi Bhadaure VDC,Rural,55+,Male,Married,Tamang,Business,Heavily damaged,Not at all,Completely yes,Plan to Consult,"Not yet, but expected",Somewhat yes,Completely yes,Not at all,Not at all,Water supply,Completely yes,Completely yes,Agriculture / livestock,All,Not at all,Not at all,New farming skills,Completely yes,No,Ramechhap,524 2 04 21
